Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_IDR,HDD,SSD,Flash Storage,Hybrid,Memory_2,Touchscreen,IPS,TypeResolution,x_res,y_res
10,0,15.6,102,8,512,77,5,2.0,28883000.0,0,1,0,0,0,1,1,1,1920,1080
4,3,17.3,106,8,128,7,5,2.8,19414000.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,15.6,56,4,256,47,4,2.2,7548000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,15.6,83,4,500,53,5,2.1,12274000.0,1,0,0,0,0,0,1,1,1920,1080
4,3,15.6,74,4,1000,53,5,2.18,11169000.0,1,0,0,0,0,0,0,1,1920,1080
4,3,15.6,74,8,1000,24,5,2.24,9605000.0,1,0,0,0,0,0,0,1,1920,1080
4,0,15.6,83,8,256,61,5,2.67,13583000.0,0,1,0,0,0,1,0,1,1920,1080
2,0,13.3,106,8,512,61,5,1.1,25483000.0,0,1,0,0,512,1,0,1,1920,1080
10,3,15.6,74,4,1000,53,4,2.2,7939000.0,1,0,0,0,0,0,0,1,1920,1080
7,3,17.3,106,8,1000,70,5,2.5,17306000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,15.6,106,8,256,61,5,2.05,14960000.0,0,1,0,0,0,0,0,1,1920,1080
1,4,13.3,66,8,512,57,8,1.37,33301300.0,0,1,0,0,0,0,1,0,2560,1600
2,1,17.3,26,16,256,37,5,3.2,26333000.0,1,1,0,0,1000,0,0,1,1920,1080
4,3,15.6,106,8,256,6,2,2.14,12496190.0,0,1,0,0,0,0,0,1,1920,1080
10,0,14.0,91,16,512,47,5,1.36,42483000.0,0,1,0,0,0,1,0,0,2560,1440
16,3,15.6,89,8,500,68,5,2.2,13804000.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,97,12,1000,53,5,2.3,12122190.0,1,0,0,0,0,0,0,0,1366,768
4,3,17.3,106,8,128,7,2,2.8,18683000.0,1,1,0,0,1000,0,0,1,1920,1080
0,3,15.6,106,8,1000,97,5,2.2,12665000.0,1,0,0,0,0,0,1,1,1920,1080
10,3,17.3,56,4,1000,47,5,2.8,8313000.0,1,0,0,0,0,0,0,0,1600,900
10,3,17.3,106,8,2000,98,4,2.8,14433000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,17.3,97,6,128,72,5,2.8,14603000.0,1,1,0,0,1000,0,0,0,1600,900
4,3,15.6,54,4,1000,24,2,2.25,7276000.0,1,0,0,0,0,0,0,1,1920,1080
10,1,15.6,77,8,256,75,5,2.5,14093000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,74,6,256,53,5,2.2,9843000.0,0,1,0,0,0,0,0,1,1920,1080
0,3,15.6,106,8,256,98,5,3.0,16167000.0,0,1,0,0,0,0,1,1,1920,1080
0,3,15.6,97,12,1000,53,5,2.15,11203000.0,1,0,0,0,0,1,1,1,1920,1080
10,3,15.6,97,8,256,55,5,1.95,18649000.0,0,1,0,0,0,0,1,1,1920,1080
2,4,15.6,74,8,256,72,5,1.7,16609000.0,0,1,0,0,0,0,0,1,1920,1080
10,1,15.6,102,16,256,76,5,2.5,20043000.0,1,1,0,0,1000,0,1,1,1920,1080
10,3,15.6,97,8,1000,72,4,2.2,11203170.0,1,0,0,0,0,0,0,1,1920,1080
0,3,15.6,32,2,16,40,1,2.19,3383000.0,0,1,0,0,0,0,0,0,1366,768
2,1,17.3,102,8,1000,75,5,3.0,20179000.0,1,0,0,0,0,0,0,1,1920,1080
7,3,17.3,56,8,1000,47,5,2.54,8313000.0,1,0,0,0,0,0,0,0,1600,900
4,3,15.6,102,8,256,75,5,2.0,31093000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,83,8,256,61,5,2.05,12563000.0,0,1,0,0,0,0,0,1,1920,1080
10,1,15.6,102,8,1000,79,5,3.2,22083000.0,1,0,0,0,0,0,1,1,1920,1080
0,3,15.6,102,8,256,76,2,2.5,16643000.0,0,1,0,0,0,0,0,1,1920,1080
4,5,17.3,104,16,256,101,5,3.42,49042620.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,0,6,1000,18,5,2.4,8483000.0,1,0,0,0,0,0,0,1,1920,1080
2,4,15.6,97,16,512,72,5,1.63,24956000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,14.0,59,4,128,53,5,1.3,8653000.0,0,1,0,0,0,0,0,0,1366,768
2,1,17.3,102,16,256,80,5,2.9,36074000.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,17.3,74,6,1000,84,5,2.8,11033000.0,1,0,0,0,0,0,0,0,1600,900
10,3,15.6,74,8,2000,72,4,2.2,9333000.0,1,0,0,0,0,0,0,0,1366,768
2,1,15.6,102,8,128,76,5,2.5,21505000.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,15.6,113,4,1000,44,4,2.2,6119830.0,1,0,0,0,0,0,0,0,1366,768
7,0,13.3,99,16,256,53,5,1.28,33575000.0,0,1,0,0,0,1,0,1,1920,1080
16,3,15.6,89,8,256,68,5,2.2,17731000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,74,8,128,72,5,2.3,13923000.0,1,1,0,0,1000,0,0,1,1920,1080
7,3,15.6,56,4,1000,47,5,1.86,7973000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,13.3,74,8,256,53,5,1.1,16983000.0,0,1,0,0,0,0,1,1,1920,1080
4,4,13.3,106,16,1000,61,5,1.21,42483000.0,0,1,0,0,0,1,1,3,3840,2160
11,1,15.6,102,16,256,80,5,2.8,35683000.0,1,1,0,0,1000,0,1,1,1920,1080
0,3,15.6,11,8,256,17,5,2.23,7973000.0,0,1,0,0,0,0,0,1,1920,1080
2,0,11.6,37,2,32,43,5,1.1,4675000.0,0,0,1,0,0,1,0,0,1366,768
4,3,15.6,83,8,128,7,5,2.33,14348000.0,1,1,0,0,1000,0,0,1,1920,1080
7,0,13.3,106,16,1000,61,5,1.29,41633000.0,0,1,0,0,0,1,1,3,3840,2160
10,3,13.3,33,4,16,45,1,1.45,7818300.0,0,0,1,0,0,0,0,0,1366,768
7,3,14.0,74,8,256,53,5,1.95,16660000.0,0,1,0,0,0,0,0,1,1920,1080
0,3,11.6,112,4,128,42,5,1.4,8245000.0,0,0,1,0,0,0,0,0,1366,768
7,3,14.0,97,8,256,53,5,1.48,21964000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,17.3,74,4,1000,66,5,2.79,10013000.0,1,0,0,0,0,0,0,0,1600,900
2,3,14.0,97,8,256,53,5,2.0,18598000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,15.6,106,8,1000,61,5,2.1,15334000.0,1,0,0,0,0,0,1,1,1366,768
0,3,15.6,4,8,256,34,5,2.2,11203000.0,0,1,0,0,0,0,0,0,1366,768
10,3,14.0,37,4,32,43,5,1.44,4964000.0,0,0,1,0,0,0,0,0,1366,768
0,3,15.6,74,6,1000,53,5,2.23,9333000.0,1,0,0,0,0,0,0,0,1366,768
2,4,15.6,97,8,256,72,5,1.7,17848300.0,0,1,0,0,0,0,0,1,1920,1080
7,4,12.5,97,8,256,53,5,1.26,22695000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,102,32,1000,75,5,2.06,44863000.0,0,1,0,0,0,1,0,3,3840,2160
11,1,17.3,102,8,256,76,5,2.7,20383000.0,1,1,0,0,1000,0,0,1,1920,1080
16,3,15.6,74,8,256,53,5,2.0,16031000.0,0,1,0,0,0,0,1,1,1920,1080
2,3,14.0,97,8,256,53,5,2.0,22678000.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,15.6,56,4,1000,47,5,1.85,7633000.0,1,0,0,0,0,0,0,1,1920,1080
2,1,15.6,102,8,256,75,5,2.5,16983000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,14.0,78,8,256,53,5,1.48,21556000.0,0,1,0,0,0,0,0,1,1920,1080
4,4,15.6,83,8,128,72,5,1.9,17833000.0,1,1,0,0,1000,0,1,1,1920,1080
7,3,15.6,74,8,256,53,5,1.84,19448000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,37,4,1000,43,2,2.0,4674830.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,83,8,256,72,5,2.0,19426750.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,36,4,500,40,2,2.2,4673300.0,1,0,0,0,0,0,0,0,1366,768
10,3,15.6,5,12,2000,7,5,2.2,15283000.0,1,0,0,0,0,0,0,1,1920,1080
7,3,15.6,59,8,1000,70,5,2.1,12172000.0,1,0,0,0,0,0,1,1,1920,1080
10,0,13.9,106,16,512,61,5,1.4,35683000.0,0,1,0,0,0,1,1,3,3840,2160
4,4,13.3,106,8,256,61,5,1.2,26843000.0,0,1,0,0,0,0,0,1,1920,1080
10,1,15.6,102,16,256,76,5,2.4,19193000.0,1,1,0,0,2000,0,1,1,1920,1080
7,3,14.0,36,2,32,41,5,1.44,4743000.0,0,0,1,0,0,0,0,0,1366,768
4,4,15.6,107,16,512,61,5,1.88,27335320.0,0,1,0,0,256,0,0,1,1920,1080
2,0,11.6,37,4,32,43,5,1.5,6375000.0,0,0,1,0,0,1,0,0,1366,768
4,4,15.6,83,8,1000,7,5,1.9,11271000.0,1,0,0,0,0,0,0,1,1920,1080
4,3,15.6,102,16,512,75,5,2.06,34466140.0,0,1,0,0,0,1,0,3,3840,2160
7,3,15.6,97,8,256,53,5,1.84,22168000.0,0,1,0,0,0,0,0,1,1920,1080
11,1,17.3,102,8,128,79,5,2.7,23953000.0,1,1,0,0,1000,0,0,1,1920,1080
7,5,15.6,102,8,256,101,5,2.6,29550590.0,0,1,0,0,0,0,0,1,1920,1080
16,3,15.6,89,16,512,68,5,2.4,23851000.0,0,1,0,0,0,0,1,1,1920,1080
4,3,15.6,106,8,128,7,5,2.02,16505300.0,1,1,0,0,2000,0,0,1,1920,1080
10,3,15.6,37,4,1000,43,4,2.2,5473830.0,1,0,0,0,0,0,0,0,1366,768
4,1,15.6,77,8,1000,75,5,2.65,16983000.0,1,0,0,0,0,0,0,1,1920,1080
4,3,15.6,74,8,2000,53,5,2.36,9475290.0,1,0,0,0,0,1,0,0,1366,768
4,3,14.0,78,8,256,53,5,1.36,24259000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,15.6,56,4,500,47,5,1.86,7463000.0,1,0,0,0,0,0,0,0,1366,768
2,3,14.0,74,8,256,53,5,2.0,16065000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,17.3,74,6,128,85,5,2.8,12223000.0,1,1,0,0,1000,0,0,0,1600,900
7,3,15.6,74,8,1000,53,5,1.86,10863000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,15.6,56,8,256,67,4,2.2,8483000.0,0,1,0,0,0,0,0,0,1366,768
7,3,15.6,112,8,2000,42,5,2.04,6613000.0,1,0,0,0,0,0,0,0,1366,768
4,3,17.3,83,8,128,7,5,2.8,18445000.0,1,1,0,0,1000,0,0,1,1920,1080
10,1,15.6,77,8,128,75,4,2.4,13753000.0,1,1,0,0,1000,0,1,1,1920,1080
4,3,15.6,97,8,256,30,5,2.33,15283000.0,0,1,0,0,0,0,0,1,1920,1080
7,4,14.0,97,8,256,53,5,1.36,29750000.0,0,1,0,0,0,0,1,1,1920,1080
2,0,15.6,97,12,512,74,5,2.26,18683000.0,1,1,0,0,2000,1,0,1,1920,1080
0,3,15.6,14,4,128,17,5,2.1,7242000.0,0,1,0,0,0,0,0,0,1366,768
2,1,17.3,26,16,256,37,5,3.25,37383000.0,1,1,0,0,1000,0,1,1,1920,1080
10,3,17.3,11,4,128,17,5,2.6,8313000.0,0,1,0,0,0,0,0,0,1600,900
4,0,13.3,106,8,256,61,5,1.62,14773170.0,0,1,0,0,0,1,0,1,1920,1080
7,3,15.6,14,4,256,17,5,1.91,8312830.0,0,1,0,0,0,0,0,1,1920,1080
10,2,11.6,41,4,128,43,5,1.59,9401000.0,0,1,0,0,0,0,1,0,1366,768
4,3,15.6,35,4,500,41,5,1.8,5253000.0,1,0,0,0,0,0,0,0,1366,768
2,3,14.0,37,4,32,43,5,1.5,4862000.0,0,0,1,0,0,0,0,0,1366,768
0,3,15.6,102,8,1000,75,2,2.4,14382000.0,1,0,0,0,0,0,0,1,1920,1080
7,1,17.3,102,8,128,75,5,3.35,20247000.0,1,1,0,0,1000,0,1,1,1920,1080
10,3,15.6,56,4,128,47,4,1.85,6859500.0,0,1,0,0,0,0,0,1,1920,1080
2,1,15.6,102,8,128,79,5,2.3,28135000.0,1,1,0,0,1000,0,1,1,1920,1080
10,3,14.0,74,8,256,72,5,1.5,18683000.0,0,1,0,0,0,0,1,1,1920,1080
2,4,13.3,97,16,512,53,5,1.1,29731300.0,0,1,0,0,0,1,0,1,1920,1080
10,4,14.0,97,8,512,53,5,1.13,38794000.0,0,1,0,0,0,0,1,0,2560,1440
10,3,13.3,59,4,128,53,5,1.5,9333000.0,0,1,0,0,0,0,1,1,1920,1080
4,5,15.6,72,8,500,2,5,2.23,23273000.0,1,0,0,0,0,0,0,1,1920,1080
4,5,15.6,94,8,256,101,5,2.0,36295000.0,0,1,0,0,0,0,1,1,1920,1080
10,0,14.0,97,16,512,53,5,1.42,42653000.0,0,1,0,0,0,1,0,0,2560,1440
2,1,17.3,102,8,1000,75,5,3.0,17663000.0,1,0,0,0,0,0,0,1,1920,1080
2,1,17.3,102,16,256,76,5,3.0,27047000.0,1,1,0,0,1000,0,0,1,1920,1080
0,3,15.6,83,12,1000,97,5,2.2,11797830.0,1,0,0,0,0,0,1,0,1366,768
11,1,17.3,102,8,256,76,5,2.7,22933000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,97,8,256,30,2,2.33,13240790.0,0,1,0,0,0,0,0,1,1920,1080
7,4,15.6,14,4,256,6,5,1.91,8483000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,106,8,256,35,5,2.1,20902520.0,0,1,0,0,0,0,1,1,1920,1080
10,3,14.0,74,8,256,53,5,1.9,15946000.0,0,1,0,0,0,0,1,1,1920,1080
4,5,15.6,102,8,256,101,5,1.78,46104000.0,0,1,0,0,0,1,0,3,3840,2160
10,4,14.0,97,16,1000,53,5,1.13,44625000.0,0,1,0,0,0,0,1,0,2560,1440
10,3,15.6,37,4,1000,43,5,2.2,5202000.0,1,0,0,0,0,0,0,0,1366,768
2,1,17.3,102,16,256,75,5,2.9,25993000.0,1,1,0,0,1000,0,0,1,1920,1080
10,3,15.6,83,8,256,35,5,2.1,19456500.0,1,1,0,0,1000,0,1,1,1920,1080
0,3,15.6,102,8,256,75,2,2.5,14943000.0,0,1,0,0,0,0,0,1,1920,1080
11,1,17.3,102,16,256,80,5,2.8,38233000.0,1,1,0,0,1000,0,0,1,1920,1080
2,4,14.0,97,8,512,53,5,1.1,31841000.0,0,1,0,0,0,0,0,1,1920,1080
16,4,13.3,89,16,512,47,5,1.2,29699000.0,0,1,0,0,0,0,0,1,1920,1080
4,4,14.0,99,8,512,40,5,1.36,28560000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,56,4,500,47,5,2.2,6953000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,11.6,37,2,32,43,5,1.15,5175650.0,0,0,1,0,0,0,0,0,1366,768
10,5,15.6,102,8,512,101,5,2.67,32725000.0,0,1,0,0,0,0,0,1,1920,1080
10,4,14.0,102,8,512,74,5,1.7,33031000.0,0,1,0,0,0,0,1,1,2560,1440
7,3,15.6,56,4,1000,6,5,2.1,7973000.0,1,0,0,0,0,0,0,1,1920,1080
0,0,13.3,89,8,256,47,5,1.6,13413170.0,0,1,0,0,0,1,1,1,1920,1080
2,0,13.3,74,8,256,53,5,1.27,15776000.0,0,1,0,0,0,1,1,1,1920,1080
4,3,15.6,74,4,256,24,2,2.3,10181300.0,0,1,0,0,0,0,0,1,1920,1080
4,3,13.3,56,4,128,47,5,1.65,11713000.0,0,1,0,0,0,0,0,0,1366,768
7,4,14.0,89,8,256,47,5,1.43,25500000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,74,8,1000,53,5,2.14,9179150.0,1,0,0,0,0,0,0,0,1366,768
10,4,14.0,106,8,256,35,5,1.75,20661460.0,0,1,0,0,0,0,1,1,1920,1080
10,0,15.6,102,16,512,75,5,2.0,32283000.0,0,1,0,0,0,1,1,3,3840,2160
3,3,12.3,41,6,64,43,5,1.4,7633000.0,0,0,1,0,0,0,1,0,2736,1824
7,3,15.6,104,8,256,55,5,2.31,24259000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,59,8,1000,72,2,2.3,10149000.0,1,0,0,0,0,0,0,1,1920,1080
4,1,17.3,103,16,256,80,5,4.42,47583000.0,1,1,0,0,1000,0,1,0,2560,1440
4,1,15.6,102,8,128,76,5,2.62,19703000.0,1,1,0,0,1000,0,1,1,1920,1080
4,3,15.6,106,8,256,7,5,2.02,19420800.0,1,1,0,0,2000,0,0,1,1920,1080
4,4,14.0,99,8,256,53,2,1.6,18683000.0,0,1,0,0,0,0,0,1,1920,1080
7,1,17.3,102,12,256,80,5,3.35,33983000.0,1,1,0,0,1000,0,0,1,1920,1080
12,0,11.6,37,4,32,43,5,1.16,5083000.0,0,1,0,0,0,1,1,1,1920,1080
15,2,11.6,36,4,16,41,1,1.15,4573000.0,0,0,1,0,0,0,0,0,1366,768
10,3,13.3,97,8,256,53,5,1.4,17170000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,14.0,60,4,128,53,5,1.7,10183000.0,0,1,0,0,0,0,1,1,1920,1080
10,5,15.6,99,16,512,72,5,2.3,41565000.0,0,1,0,0,0,0,1,3,3840,2160
10,3,15.6,104,16,512,104,5,2.5,41633000.0,0,1,0,0,0,0,0,1,1920,1080
2,1,17.3,25,8,256,37,5,3.2,28815000.0,1,1,0,0,1000,0,0,1,1920,1080
7,3,15.6,36,4,500,41,5,2.1,5899000.0,1,0,0,0,0,0,0,0,1366,768
6,4,12.3,105,16,512,52,1,1.1,37383000.0,0,1,0,0,0,1,0,0,2400,1600
10,4,14.0,97,24,512,53,5,1.32,40494000.0,0,1,0,0,0,0,0,0,2560,1440
2,3,15.6,74,4,256,53,2,2.0,9503000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,17.3,8,8,1000,15,5,2.8,8823000.0,1,0,0,0,0,0,0,0,1600,900
4,3,15.6,83,4,256,7,5,2.2,12733000.0,0,1,0,0,0,0,0,1,1920,1080
10,4,12.5,74,8,256,53,5,1.36,24293000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,113,4,128,44,5,2.2,5933000.0,0,1,0,0,0,0,0,1,1920,1080
7,1,15.6,102,8,128,75,5,2.2,18683000.0,1,1,0,0,1000,0,1,1,1920,1080
4,3,14.0,79,8,256,69,5,1.64,20043000.0,0,1,0,0,0,0,0,1,1920,1080
0,3,15.6,74,4,500,53,2,2.4,7510600.0,1,0,0,0,0,0,0,0,1366,768
4,5,15.6,114,8,64,108,5,2.23,33881000.0,1,0,1,0,1000,0,0,1,1920,1080
11,1,15.6,77,8,256,75,5,2.2,17471580.0,0,1,0,0,0,0,0,1,1920,1080
13,4,13.5,100,16,512,58,6,1.25,44013000.0,0,1,0,0,0,1,0,0,2256,1504
7,3,15.6,74,8,128,53,5,1.91,10013000.0,0,1,0,0,0,0,0,0,1366,768
4,5,15.6,94,16,256,108,5,2.17,33575000.0,0,1,0,0,0,0,1,1,1920,1080
7,5,15.6,104,8,512,53,5,2.31,26078000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,14.0,74,8,256,53,5,1.65,22865000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,106,8,128,7,5,2.36,16643000.0,1,1,0,0,1000,0,0,1,1920,1080
4,0,11.6,112,4,500,42,5,1.47,8143000.0,1,0,0,0,0,1,0,0,1366,768
4,3,17.3,101,8,1000,79,5,4.42,34782000.0,1,0,0,0,0,0,1,1,1920,1080
13,4,13.5,52,4,128,52,6,1.252,16813000.0,0,1,0,0,0,1,0,0,2256,1504
13,4,13.5,100,8,256,58,6,1.25,30583000.0,0,1,0,0,0,1,0,0,2256,1504
7,3,17.3,56,8,256,47,5,2.5,10878300.0,0,1,0,0,0,0,0,0,1600,900
0,3,15.6,56,4,1000,72,5,2.23,9248000.0,1,0,0,0,0,0,0,1,1920,1080
0,2,11.6,36,4,128,41,5,1.4,7395000.0,0,1,0,0,0,0,0,0,1366,768
2,3,15.6,74,8,1000,53,5,2.37,12733000.0,1,0,0,0,0,0,0,1,1920,1080
10,3,14.0,97,8,512,31,4,1.5,13583000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,104,8,256,104,5,2.67,35530000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,113,4,500,43,5,2.0,5168000.0,1,0,0,0,0,0,0,0,1366,768
0,3,15.6,56,4,500,85,5,2.2,7973000.0,1,0,0,0,0,0,0,0,1366,768
4,3,15.6,83,8,2000,7,5,2.02,12903000.0,1,0,0,0,0,0,0,1,1920,1080
7,1,17.3,102,12,1000,79,5,3.78,28883000.0,1,0,0,0,0,0,1,1,1920,1080
10,4,14.0,91,12,256,47,5,1.4,31586000.0,0,1,0,0,0,0,1,2,2560,1440
7,0,13.3,106,8,512,61,5,1.29,33983000.0,0,1,0,0,0,1,1,3,3840,2160
7,3,15.6,74,8,500,1,5,1.9,19618000.0,1,0,0,0,0,0,0,1,1920,1080
6,4,12.3,82,8,128,52,1,1.1,21675000.0,0,1,0,0,0,1,0,0,2400,1600
4,4,13.3,83,8,256,61,5,1.42,31311450.0,0,1,0,0,0,1,0,1,1920,1080
2,3,15.6,92,12,128,48,5,2.06,22083000.0,1,1,0,0,1000,0,1,3,3840,2160
4,3,14.0,58,8,128,47,5,1.79,12580000.0,0,1,0,0,0,0,0,0,1366,768
4,5,15.6,102,8,256,101,5,1.78,40936000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,14.0,74,8,180,53,5,1.7,23188000.0,0,1,0,0,0,0,0,1,1920,1080
4,3,15.6,83,8,1000,6,5,2.2,11475000.0,1,0,0,0,0,0,0,1,1920,1080
16,3,13.3,74,8,256,53,5,1.05,28424000.0,0,1,0,0,0,0,1,1,1920,1080
4,3,15.6,106,8,512,72,5,2.16,21454000.0,0,1,0,0,0,0,1,1,1920,1080
4,3,15.6,59,4,1000,53,5,2.18,9972200.0,1,0,0,0,0,0,0,0,1366,768
7,3,13.3,83,4,128,61,5,1.49,12342000.0,0,1,0,0,0,0,1,1,1920,1080
3,3,15.6,30,4,64,40,5,1.89,4231300.0,0,0,1,0,0,0,0,1,1920,1080
10,3,15.6,54,4,128,47,5,2.3,9605000.0,0,1,0,0,0,0,0,0,1366,768
10,3,14.0,83,8,256,61,5,1.75,17833000.0,0,1,0,0,0,0,1,1,1920,1080
4,5,15.6,94,16,512,108,5,2.17,39746000.0,0,1,0,0,0,0,1,1,1920,1080
4,3,15.6,102,16,512,75,5,2.06,32283000.0,0,1,0,0,0,0,0,1,1920,1080
10,4,12.5,97,16,512,53,5,1.36,30566000.0,0,1,0,0,0,0,1,1,1920,1080
2,4,12.5,97,16,512,53,5,0.91,33150000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,15.6,74,8,256,72,5,2.3,17203830.0,0,1,0,0,0,0,1,1,1920,1080
16,4,13.3,97,32,512,53,5,1.05,47583000.0,0,1,0,0,0,1,0,1,1920,1080
2,1,15.6,102,8,128,75,5,1.99,22950000.0,1,1,0,0,1000,0,0,1,1920,1080
0,3,15.6,1,8,1000,34,5,2.2,9843000.0,1,0,0,0,0,0,0,0,1366,768
2,1,17.3,92,24,256,90,5,4.33,21573000.0,1,1,0,0,1000,1,1,1,1920,1080
10,4,12.5,68,8,180,47,5,1.3,18683000.0,0,1,0,0,0,0,1,0,1366,768
10,3,15.6,106,8,256,61,5,2.17,15281300.0,0,1,0,0,0,0,0,1,1920,1080
7,3,14.0,99,8,1000,53,5,1.48,29733000.0,0,1,0,0,0,0,0,1,1920,1080
10,3,13.3,59,8,256,53,5,1.4,16133000.0,0,1,0,0,0,0,1,1,1920,1080
10,3,15.6,74,8,256,53,5,2.3,15487000.0,0,1,0,0,0,0,1,1,1920,1080
2,2,11.6,37,4,64,43,6,1.2,5780000.0,0,0,1,0,0,0,0,0,1366,768
7,3,15.6,74,8,256,6,5,1.91,10522830.0,0,1,0,0,0,0,0,0,1366,768
10,0,13.9,83,8,256,61,5,1.4,27183000.0,0,1,0,0,0,1,1,1,1920,1080
10,3,14.0,37,4,500,43,5,2.1,5083000.0,1,0,0,0,0,0,0,0,1366,768
10,2,11.6,36,4,16,41,1,1.25,4505000.0,0,1,0,0,0,0,0,0,1366,768
10,3,13.3,74,8,256,53,5,1.44,16133000.0,0,1,0,0,0,0,0,1,1920,1080
2,3,15.6,97,8,256,53,5,2.0,20808000.0,1,1,0,0,1000,0,0,1,1920,1080
0,3,15.6,83,4,1000,98,5,2.2,10421000.0,1,0,0,0,0,0,1,1,1920,1080
7,4,13.3,97,8,512,53,5,1.34,22491000.0,0,1,0,0,0,0,1,1,1920,1080
10,1,15.6,102,8,256,79,4,2.4,19533000.0,1,1,0,0,1000,0,1,1,1920,1080
4,4,13.3,74,8,128,53,5,1.29,15283000.0,0,1,0,0,0,1,1,1,1920,1080
0,3,15.6,97,4,500,72,5,2.2,10863000.0,1,0,0,0,0,0,0,1,1920,1080
4,3,15.6,74,8,1000,53,5,2.18,14212000.0,1,0,0,0,0,0,0,1,1920,1080
4,3,15.6,106,16,256,7,5,2.2,20727080.0,1,1,0,0,2000,0,0,1,1920,1080
18,3,15.6,106,16,256,98,4,1.95,23799150.0,0,1,0,0,0,0,1,1,1920,1080
2,2,11.6,37,2,32,43,5,1.1,4165000.0,0,0,1,0,0,0,0,0,1366,768
7,3,15.6,83,4,1000,61,5,2.04,8864990.0,1,0,0,0,0,1,0,0,1366,768
2,1,15.6,102,24,512,96,5,2.24,50456000.0,0,1,0,0,0,0,0,1,1920,1080
7,3,15.6,74,8,256,69,5,2.04,15113000.0,0,1,0,0,0,0,0,1,1920,1080
